kal_x,vel_x,dis_x
-0.003805192724381805,-0.00046997952252239003,0
-0.0037616040632240133,-0.00047879539083874875,0
-0.0037121260562686356,-0.00048749240105156854,0
-0.0035925350516872777,-0.0004959092220929048,0
-0.003281366963423775,-0.0005035997552823472,0
-0.003064739509858501,-0.000510782419775669,0
-0.0029969847998518795,-0.0005178039505687739,0
-0.0026664584164446717,-0.0005240511000001592,0
-0.002500790956388658,-0.0005299121987630654,0
-0.002348415827954348,-0.0005354160541245872,0
-0.0021423233314630417,-0.0005404352263342321,0
-0.002021627401444155,-0.0005451716264161166,0
-0.0019100206457222533,-0.0005496480386623809,0
-0.002004715006674718,-0.0005543463809689141,0
-0.0023455633488940805,-0.0005598417168987575,0
-0.002503704364334001,-0.0005657076884169298,0
-0.00217077456545948,-0.0005707952155441706,0
-0.0018734434146635076,-0.0005751859037091731,0
-0.0018069915796245662,-0.0005794193452658166,0
-0.0017434202250581807,-0.0005835040341492492,0
-0.001417071072166794,-0.0005868252207869443,0
-0.0013270964984243923,-0.0005899354651870907,0
-0.0014438199058290373,-0.0005933180637883058,0
-0.0014082692665651397,-0.0005966175217935188,0
-0.001173319125872149,-0.0005993674274821871,0
-0.0008315873902764162,-0.0006013163731114715,0
-0.0008637343648198807,-0.0006033399861241052,0
-0.0012887673560684433,-0.0006063593940557804,0
-0.001588982113525349,-0.0006100834882572855,0
-0.0018459922152620999,-0.0006144098386826235,0
-0.0018644417727467402,-0.0006187779740565297,0
-0.0017413737440120252,-0.0006228577776532944,0
-0.0016286154906028749,-0.0006266747588927738,0
-0.0013249599452017748,-0.0006297799959685063,0
-0.0009892246851526956,-0.0006320976158604865,0
-0.000760043422547022,-0.0006338782942336087,0
-0.00042420497520305255,-0.0006348725025855821,0
-0.00012994445533936002,-0.0006351770463885603,0
-0.0002737971890614918,-0.0006358185162399109,0
-0.0002647442992926959,-0.000636438776127929,0
1.134993448483675e-05,-0.0006364121753091767,0
0.0001852651713520031,-0.0006359779793313983,0
2.0405706710988373e-06,-0.000635973198549793,0
-0.0003583935237522374,-0.0006368128658344253,0
-0.0004040986021440643,-0.000637759950920073,0
-0.00037580398241897085,-0.0006386407024202534,0
-0.0005506610524498808,-0.0006399308269269013,0
-0.0010360388350792742,-0.0006423581250162105,0
-0.0012553575267552747,-0.0006453003039409517,0
-0.0008403971966757687,-0.0006472698974693521,0
-0.000475892303495578,-0.0006483848488909813,0
-2.2636930099478587e-05,-0.0006484378841395818,0
0.0006404899672270569,-0.00064693680238985,0
0.000882056681404878,-0.0006448695279097547,0
0.0008891273390905294,-0.0006427864234755837,0
0.0007585982997460005,-0.0006410091300700492,0
0.0006424084609908667,-0.0006395035520500818,0
0.000806952903230568,-0.0006376123401062371,0
0.0006800532942545317,-0.0006360190677250467,0
0.000366357943175131,-0.0006351607214718967,0
0.00029258589648913384,-0.0006344750037059336,0
2.6406483902159585e-05,-0.0006344131162555623,0
-7.18420084691038e-05,-0.0006345814285751077,0
4.3686688970150044e-05,-0.0006344790742888459,0
0.00014429631329549683,-0.0006341408873079678,0
0.00036555301942358255,-0.0006332841604362078,0
0.0004903572969778651,-0.0006321353454765606,0
0.0005306890237665814,-0.0006308919851410645,0
0.000765197838789579,-0.000629098592496689,0
0.0006323035761918698,-0.0006276166973818648,0
0.00031344863361276997,-0.0006268823295488756,0
0.00010140880489705351,-0.0006266447424091905,0
-8.38092579340136e-05,-0.000626841165999392,0
-0.00017804711901192127,-0.0006272584452396287,0
-5.862219400217535e-05,-0.0006273957891261796,0
-0.00015535141041391902,-0.000627759756508339,0
-0.0007083181677436463,-0.0006294198396731253,0
-0.0012552977525650934,-0.0006323618132297335,0
-0.0017953826202551026,-0.0006365681523323374,0
-0.002260753002848483,-0.000641864789155603,0
-0.002592500229606422,-0.0006479408267587311,0
-0.0027396979080845647,-0.0006543617088022219,0
-0.002658455041447095,-0.0006605901100729018,0
-0.002646363050771608,-0.0006667901787954848,0
-0.003163763593674201,-0.0006742050852024519,0
-0.00387316982867255,-0.000683282424178741,0
-0.004345662466473517,-0.0006934637246732555,0
-0.004610122416366067,-0.0007042646145181525,0
-0.004826382966010424,-0.0007155761986228252,0
-0.005201000043377849,-0.0007277655015704875,0
-0.005645537057263727,-0.0007409922327481536,0
-0.005881540168764126,-0.0007547718814741051,0
-0.005666872294908043,-0.0007680530240605771,0
-0.0053950146157344045,-0.0007806973090254446,0
-0.005342259487578139,-0.0007932135017998094,0
-0.004877466869959157,-0.0008046407433406293,0
-0.0043899580264879536,-0.0008149292509095757,0
-0.004286325264142247,-0.0008249751028584954,0
-0.004048579609394513,-0.0008344603742764799,0
-0.0037616331400283577,-0.0008432733729030925,0
-0.0032986099885533885,-0.0008510041470083257,0
-0.002750551683413185,-0.0008574504664589503,0
-0.00253219654533509,-0.0008633830585859403,0
-0.002333911460805013,-0.0008688512194239552,0
-0.0020196757201434447,-0.0008735846243467665,0
-0.00187344816986935,-0.0008779753236562881,0
-0.0015390037920515619,-0.000881580920208352,0
-0.0011755746800389748,-0.0008843351941109849,0
-0.0008550093697368226,-0.0008863390778608184,0
-0.00030467763529960486,-0.0008870531343820778,0
0.00017615382220041704,-0.0008866404299335821,0
0.0005948851067828334,-0.0008852466944378793,0
0.0011592413335415326,-0.0008825297828429407,0
0.000977443268417212,-0.0008802390028141311,0
0.0005477595219190047,-0.0008789556762018103,0
0.0008416795404033591,-0.0008769837346653832,0
0.0010953544328941823,-0.000874416554671718,0
0.0011790740319560223,-0.0008716532237120944,0
0.0013154427838069967,-0.0008685713188544105,0
0.0015643329216672274,-0.0008649062980038886,0
0.001709456384578344,-0.0008608998502037215,0
0.0019647263559715482,-0.0008562952271384542,0
0.0020471579039746932,-0.0008514990125357585,0
0.0016434365457616384,-0.0008476486642164092,0
0.0012192445891670153,-0.0008447911231112676,0
0.0011807154765538456,-0.0008420239440075041,0
0.0008082873435361195,-0.0008401302358803903,0
0.0010172859579431442,-0.0008377468732318199,0
0.0014644832328038586,-0.0008343145668080639,0
0.0012465982875874125,-0.0008313929817177528,0
0.0009186512711625648,-0.0008292407058073405,0
0.0005627893506686854,-0.0008279221668980755,0
0.00011668458882956544,-0.0008276486934606048,0
-0.0004067502227746554,-0.0008286019719932097,0
-0.0005937917060343783,-0.0008299931457985679,0
-0.000486892385712085,-0.0008311338684409269,0
-0.00032515290277073143,-0.0008318959117408939,0
-0.000585301551145969,-0.0008332676513800309,0
-0.0005421767750997245,-0.0008345378978280481,0
-0.00023476384071333904,-0.0008350879300214407,0
-0.00023409440375714638,-0.0008356365644344285,0
-0.0004338939750155157,-0.0008366534583133977,0
-0.0006738032465524912,-0.0008382320876828286,0
-0.0009479128704139154,-0.0008404529688614402,0
-0.0013180569237710592,-0.0008435420276986086,0
-0.0016367147872311336,-0.0008473779077628437,0
-0.0019765229267042373,-0.0008520085293938015,0
-0.0024007535360406635,-0.0008576332956662013,0
-0.0024950542979883714,-0.000863480949434288,0
-0.002502479546872742,-0.0008693458756143981,0
-0.002300080519255568,-0.0008747346514600634,0
-0.0023175163829290708,-0.0008801642794805545,0
-0.002459581520710622,-0.000885928795771481,0
-0.0027098794740580993,-0.0008922797939613393,0
-0.002986738363337506,-0.0008992773157502217,0
-0.002883671212998109,-0.0009060333681066625,0
-0.0027178126804618652,-0.0009124031002502356,0
-0.0025647266994002255,-0.0009184139091556515,0
-0.002423254711908185,-0.0009240912678062662,0
-0.0023593598429292127,-0.0009296189294046706,0
-0.0022963005023493447,-0.0009350007642994258,0
-0.0020330813837362623,-0.0009397655853190124,0
-0.0016631545675263695,-0.00094366213194486,0
-0.0012683691375085615,-0.000946633749604209,0
-0.0011212864301549928,-0.000949261705246704,0
-0.0009225046015584586,-0.0009514237294661281,0
-0.0005452134702043799,-0.0009527010910229985,0
-0.0003485709455659236,-0.0009535177453428109,0
-0.00031009158659805623,-0.0009542445063741375,0
-0.00020853532769307795,-0.0009547332393607442,0
0.00014879174276272254,-0.0009543846403943364,0
0.0003928752180720087,-0.0009534641871894234,0
0.0004034049371239874,-0.0009525187488221525,0
0.0004113310378492446,-0.0009515547130914073,0
-0.00018634821670513563,-0.0009519913018061381,0
-0.0005728609129637668,-0.000953333437016128,0
-0.0006399890453879357,-0.0009548333447823953,0
-0.0010987293729900578,-0.0009574084346164134,0
-0.0012942117056272998,-0.0009604405979241179,0
-0.0010584434676001522,-0.0009629203870203934,0
-0.0003803270269610047,-0.0009638117389358224,0
0.00034621204188456747,-0.0009630003404687078,0
0.00071054383648769,-0.0009613356698420584,0
0.0010260243608091755,-0.0009589317799247044,0
0.0017671605724354643,-0.0009547900892254085,0
0.002743080430865742,-0.0009483612797459317,0
0.00345145530597432,-0.0009402751688376314,0
0.003656207303731395,-0.000931708978590195,0
0.0034882075083318173,-0.0009235336736293328,0
0.0027946114537651424,-0.000916984093674162,0
0.0017789090002988137,-0.0009128163518180859,0
0.0008206559362328754,-0.0009108936657480437,0
0.000116565519643764,-0.0009106204713727856,0
-9.555653200655077e-05,-0.0009108444220567967,0
-0.00041427378353662387,-0.0009118150091903884,0
-8.76186435302732e-05,-0.000912020287843663,0
0.0009348506479372671,-0.0009098292802497938,0
0.0016894723850296087,-0.0009058697550525087,0
0.0022751955385408636,-0.0009005392813323007,0
0.0027788559627027125,-0.0008940287969572432,0
0.0030082782217067685,-0.0008869783013055855,0
0.0028638072896597687,-0.0008802665536702108,0
0.0021926715596290265,-0.0008751294202166605,0
0.0009973149025396626,-0.0008727928460375219,0
-0.00031624613332037433,-0.0008735340314676926,0
-0.001125508389540657,-0.0008761718235772976,0
-0.0016935951048719171,-0.0008801396882726734,0
-0.0021166775139809897,-0.0008850987779364665,0
-0.00274713342042134,-0.0008915372262925077,0
-0.003355368817607068,-0.0008994010230004172,0
-0.003607146841822436,-0.0009078520810859835,0
-0.003547343355788238,-0.000916163024129899,0
-0.003350078570975561,-0.0009240145965765373,0
-0.003100629132932838,-0.0009312813736414189,0
-0.0024712636970052222,-0.000937071210862903,0
-0.0025850939553241866,-0.0009431277344274497,0
-0.003212550832769054,-0.0009506568163364656,0
-0.004084872963237137,-0.0009602303125172644,0
-0.004631697826319458,-0.0009710817552451243,0
-0.004557859415070009,-0.0009817604369944425,0
-0.0043452109639140375,-0.0009919440732891758,0
-0.0034759389641567775,-0.001000090443738766,0
-0.002573051266592309,-0.0010061187554944707,0
-0.001844774451638034,-0.0010104409070736046,0
-0.0014050700160048054,-0.0010137338937963342,0
-0.0011513556748355108,-0.0010164322639182397,0
-0.0005913763795059553,-0.0010178177475966628,0
-0.00030232643490375207,-0.0010185260733405481,0
-0.00025045080860916556,-0.0010191130543997838,0
0.00026479901415135643,-0.001018492459249464,0
0.000847340656252948,-0.0010165072553301926,0
0.0009504734866497992,-0.0010142804242648927,0
0.0011044829878717288,-0.0010116918496951837,0
0.0012353392140833754,-0.0010087966518874541,0
0.001077448254049223,-0.0010062723371611793,0
0.0012715759773651058,-0.0010032932063089698,0
0.001772054789000257,-0.0009991400450440995,0
0.002202949451449923,-0.0009939771113740066,0
0.002437779221731366,-0.0009882657261954641,0
0.0022997993053249836,-0.0009828776068959938,0
0.002172324234640556,-0.0009777863349319151,0
0.0019873683938556696,-0.0009731286469451288,0
0.0020209883670256256,-0.0009683937460556058,0
0.0021780891077348846,-0.0009632907773182125,0
0.0021742237941080765,-0.000958195053360409,0
0.0022311232837174274,-0.000952966092432141,0
0.002206756445636377,-0.0009477959599921351,0
0.0023127152669270455,-0.0009423775803382861,0
0.0027330713111540653,-0.0009359720865724769,0
0.0032251839889301153,-0.0009284134002427408,0
0.0037112980204253273,-0.000919718330006117,0
0.003788442384414159,-0.0009108425209391565,0
0.0035757964719603194,-0.0009024621234166291,0
0.0031111194088203173,-0.0008951705990804157,0
0.0026292060077112668,-0.0008890107243471593,0
0.002468922969137549,-0.0008832263736039937,0
0.002388511099260115,-0.0008776285491202572,0
0.0023109584252020724,-0.000872212480650866,0
0.0021691026893277073,-0.0008671305658786342,0
0.0018375698789445854,-0.0008628252940081369,0
0.0014086829013249267,-0.0008595238399611783,0
0.0010303147161987553,-0.0008571091469978179,0
0.0007642135809686436,-0.000855318737485548,0
0.0005968360210201135,-0.0008539204008225236,0
0.00044902738610583877,-0.0008528680162357621,0
0.0003187426586941834,-0.0008521209962786841,0
7.006879291824539e-05,-0.0008519568345561636,0
-0.0002140270604504034,-0.0008524582708511187,0
-0.00025997554532096993,-0.0008530675750167364,0
-3.11102271429426e-05,-0.000853140486376139,0
0.00010151631270927146,-0.0008529026474616796,0
-0.0001853490013657057,-0.0008533368951497643,0
-0.0005689618513409487,-0.0008546703699028284,0
-0.000700610976475047,-0.0008563123540154002,0
-0.0008802640269068345,-0.0008583746929145353,0
-0.0011011886102081946,-0.0008609546291677907,0
-0.0010222815690980678,-0.0008633505484367227,0
-0.0006151335411659475,-0.0008647922036999421,0
-0.0002581914742535302,-0.0008653971112100776,0
-0.00021426187601813687,-0.0008658990978602348,0
-0.0007785996723515085,-0.0008677239003551257,0
-0.001402318031399394,-0.0008710104374001428,0
-0.001941826716003234,-0.000875559873307305,0
-0.002272179174860238,-0.0008808832823698139,0
-0.002016896245787868,-0.0008856102780672744,0
-0.0017209775449832493,-0.0008896436402066642,0
-0.001390546120538725,-0.0008929015006528141,0
-0.0010310766252006347,-0.0008953171739903147,0
-0.0007144148737683386,-0.0008969915467011358,0
-0.00036902890110985576,-0.0008978564194400774,0
-0.0003348310540851944,-0.0008986408833976067,0
-0.00037100642927661806,-0.0008995101013755339,0
-0.0001332734937067959,-0.0008998224471326924,0
7.444112127018469e-05,-0.0008996479834965921,0
0.0002553336349780461,-0.0008990497712598792,0
0.0006133875041583308,-0.000897612655248799,0
0.0011247810664492403,-0.0008949765677263206,0
0.0015001703522545433,-0.0008914606994809407,0
0.0014876748240006353,-0.0008879752782044085,0
0.0006007430193585756,-0.000886567787772465,0
0.0005628390113689642,-0.0008852486923748261,0
0.0019357136292682295,-0.0008807120648704462,0
0.002858693222568113,-0.0008740146812256018,0
0.0029842719246485475,-0.0008670227827849918,0
0.0028834008293323393,-0.0008602649620280873,0
0.0027864675684096864,-0.0008537344684572542,0
0.002559194491918157,-0.0008477387543320599,0
0.0026212001751303696,-0.0008415975025025442,0
0.002801156579811244,-0.0008350324374287537,0
0.002882319314272561,-0.0008282773012971361,0
0.003078195633950683,-0.0008210655044832003,0
0.0033064532519022265,-0.0008133189341916357,0
0.0035622364154819083,-0.0008049701278291436,0
0.0035730747519128973,-0.0007965961054791219,0
0.0037054790892654013,-0.0007879146719181291,0
0.0039434751392616145,-0.0007786756420359829,0
0.003736531795238913,-0.0007699183399405451,0
0.003745534402745429,-0.0007611401332196884,0
0.004076886095772727,-0.000751588543553802,0
0.004554243011606567,-0.0007409185670004144,0
0.005090362922759163,-0.0007289882935990696,0
0.005474997691989679,-0.0007161568371582287,0
0.005257078847801623,-0.0007038402163805529,0
0.004849580201793494,-0.0006924783046610779,0
0.0048143401368149945,-0.0006811949453111049,0
0.004500475282610129,-0.0006706474244169168,0
0.0038105832279568827,-0.0006617197461531328,0
0.002861985785050351,-0.0006550144998268408,0
0.0022940642696529733,-0.0006496379059861836,0
0.0023279490846849766,-0.000644182017425658,0
0.002618372555685993,-0.0006380475266263533,0
0.0022601849007703716,-0.0006327522185288099,0
0.0012704947454472183,-0.0006297746286006216,0
0.0006046291027615275,-0.0006283575926270801,0
8.915924597854515e-05,-0.0006281487045502505,0
-0.0004946760204789005,-0.0006293076894081229,0
-0.0008011194915835889,-0.0006311852290989753,0
-0.0005295952026531704,-0.0006324264127772926,0
-0.00015710610932022985,-0.0006327944830125874,0
-0.00016697200515975613,-0.0006331856843950283,0
-0.00030913047177655794,-0.00063391019286347,0
-0.0006332133303849092,-0.0006353942207523733,0
-0.001919318549749377,-0.0006398908252018673,0
-0.0021634047776219363,-0.0006449595008698342,0
-0.0006936817051172155,-0.000646585281294754,0
0.0005900553595257786,-0.0006452024004116228,0
0.0015065064759439447,-0.0006416728591168604,0
0.0010943843016202898,-0.0006391088655344291,0
0.00012830238206124403,-0.0006388081634981969,0
-4.4186496926604615e-05,-0.000638911721004973,0
0.00027477860597271736,-0.0006382679518262907,0
0.0008201789289807013,-0.0006363463841400233,0
0.0014943203056454295,-0.0006328441486283227,0
0.0018763978697831415,-0.0006284465362663969,0
0.0014663655469027727,-0.0006250110397493525,0
0.0009702115492453116,-0.0006227379660382414,0
0.0010037597148090523,-0.0006203854564021629,0
0.0017672748573748292,-0.0006162435897517758,0
0.0028967558095751708,-0.0006094568848487313,0
0.003403423241569641,-0.0006014831236558712,0
0.003298363297653523,-0.0005937527561918872,0
0.0031294481405118287,-0.0005864184375751692,0
0.003508688628717027,-0.0005781980572997388,0
0.003895497240322643,-0.0005690714331577902,0
0.0034162678917156026,-0.0005610647329325121,0
0.002786640001313538,-0.0005545338352399937,0
0.0022289394322393416,-0.0005493117332860197,0
0.00173569441579131,-0.0005452452355885669,0
0.0021045846577002355,-0.0005403127247354841,0
0.0027548610490993383,-0.0005338563056572067,0
0.0030451954078748915,-0.0005267218269631313,0
0.0032218465537413987,-0.0005191734754369999,0
0.003499930588721294,-0.0005109708771124656,0
0.0032622863765150874,-0.0005033252359575779,0
0.0021734762846542244,-0.0004982330744419315,0
0.0013513591417620616,-0.0004950669521355918,0
0.0017027963548019152,-0.0004910762002698456,0
0.0024731798592856013,-0.00048527994465853025,0
0.0027350474404594957,-0.000478872239959405,0
0.002954878982255412,-0.00047194920375893615,0
0.003271446698260373,-0.0004642819239465634,0
0.0032021181698958256,-0.0004567772925061597,0
0.002930612625159794,-0.0004499114151499712,0
0.003153977010666177,-0.0004425219119480492,0
0.0034729775756302734,-0.0004343823013499997,0
0.003740331341065207,-0.00042561628876383763,0
0.004028855275128607,-0.00041617722474967346,0
0.0037986681386282767,-0.0004072774619197343,0
0.003318001647056715,-0.00039950106809553076,0
0.003156661901584597,-0.00039210297005652965,0
0.0022687922799640653,-0.00038678749603153164,0
0.0020908311578443283,-0.00038188896298173985,0
0.0035379347114385265,-0.0003735971124744108,0
0.00445358805229939,-0.00036315947864999155,0
0.005037077435931982,-0.0003513582862230568,0
0.0057983157349076365,-0.00033777362102710814,0
0.006175934038393198,-0.0003232990967731941,0
0.005480507720427916,-0.0003104547267762441,0
0.0039856134695498945,-0.0003011169724749071,0
0.003138916227037769,-0.0002937629186475645,0
0.0034633558581826807,-0.0002856458584494535,0
0.004070642531486071,-0.0002761057133631063,0
0.00485563992830947,-0.00026472960937810744,0
0.00539098534597286,-0.00025209925849551475,0
0.005505830467701156,-0.0002391952546400245,0
0.0051866661581749735,-0.00022703954524508235,0
0.004825177334553242,-0.00021573481097434161,0
0.00536635019741358,-0.00020316217691907824,0
0.0060896921807370805,-0.0001888900941984625,0
0.006366320833400878,-0.00017396936079386253,0
0.0063195703089671505,-0.0001591634670215145,0
0.006393209026795159,-0.00014418504135495209,0
0.0068397187910782566,-0.00012815516176911668,0
0.007341854495167107,-0.00011094807207250252,0
0.0072205838999029074,-9.403122599444039e-05,0
0.006556089250075199,-7.867119395356296e-05,0
0.005822205034971113,-6.502600641217305e-05,0
0.005365230591124491,-5.245181056343709e-05,0
0.0057544507035489165,-3.896990941586696e-05,0
0.006142971084401894,-2.4577438031713324e-05,0
0.00572527636022305,-1.1159416991182014e-05,0
0.0033322424891149434,-3.349823542780223e-06,0
0.0027098943604811397,2.9990931080884224e-06,0
0.006448881118435104,1.8108286311449043e-05,0
0.009957274290168405,4.1444602415230775e-05,0
0.01177895666481274,6.905030708689249e-05,0
0.012861566621323903,9.918322136916053e-05,0
0.012961157823729317,0.0001295494514326943,0
0.01220326049530408,0.0001581502086490175,0
0.012107682621677386,0.0001865263305945812,0
0.012791048415590627,0.00021649403024077393,0
0.013883392511675065,0.00024902093075424703,0
0.014926734008560564,0.0002840046873966424,0
0.015454890918255188,0.00032022548067764747,0
0.016604688274528177,0.00035912802367194993,0
0.017689685717146356,0.0004005725515099663,0
0.019049961473097884,0.0004452199081145429,0
0.023461398583561548,0.0005002051210593126,0
0.030586711783025695,0.0005718656575608511,0
0.039587100586988236,0.0006646128503904847,0
0.05039557057691438,0.0007827248483604578,0
0.061607490946891275,0.0009271109980881758,0
0.07327039060970508,0.0010987736317839825,0
0.08803855407633232,0.0013050359907414747,0
0.10667508888702244,0.0015550501832158115,0
0.12802349699556403,0.0018550919398554772,0
0.15032950119770247,0.002207293516349531,0
0.17400436714000322,0.002614962257968995,0
0.2015475441841274,0.003087328834178246,0
0.2326461957522654,0.0036325691602682596,0
0.267150597018093,0.004258466676600457,0
0.3045173352186261,0.0049719096831774435,0
0.3443307462090346,0.005778916964406066,0
0.38722618548552645,0.0066864380651144775,0
0.4330107788167997,0.00770092343041632,0
0.48164136883791603,0.008829344136018763,0
0.5309934936377125,0.010073804913408814,2.3609432590090916e-05
0.5796145761819016,0.011432216296419223,5.040250058432864e-05
0.6290556218380332,0.012905975355928828,8.063877451990298e-05
0.6805995515996995,0.014500563615564142,0.00011461239152438967
0.7350903303890214,0.01622339335271623,0.00015263512607836398
0.7913107877984772,0.01807794492398619,0.0001950034113097396
0.8474568264424096,0.020063377793914212,0.00024200815362923313
0.8998774757197925,0.022171716029695202,0.00029395464403437853
0.9493557329559749,0.024396719162312654,0.0003511331859416524
1.0024153176690156,0.026746024809491054,0.00041381637325629204
1.060778761668762,0.02923128624294814,0.00048230133069987675
1.1184909338972266,0.03185175950479326,0.0005569257032320742
1.1676797896200282,0.03458844712468635,0.0006379905429928603
1.205663544082536,0.037414095667121214,0.0007256759386467263
1.238048477337219,0.04031467611297788,0.0008201277822981581
1.2669252294432962,0.04328290962373232,0.0009215337530708541
1.2876255824611227,0.046300715126095286,0.0010300486465104535
1.298517497229234,0.04934398046440659,0.001145693468949938
1.299482048068205,0.05238849147295391,0.0012684326320247202
1.286558531307121,0.05540272313984623,0.001398233677571033
1.2654529162669574,0.05836856260879527,0.0015350319610201411
1.2519584993128838,0.061302710137875915,0.0016787038124239334
1.249030818583888,0.06422902072665745,0.0018291837370686937
1.2394395529234468,0.0671328590353779,0.0019864668957197554
1.2099237125351852,0.06996855482059919,0.002150452057715684
1.16641038827769,0.07270220786144464,0.002320840296361327
1.1165917141286696,0.0753182315077667,0.002497300744822771
1.0722892174767717,0.0778304593129812,0.00267964692605062
1.035481911356615,0.08025731619766388,0.002867745837508452
0.993393016222984,0.08258547776656282,0.003061296962134146
0.9424055388349627,0.0847934067193054,0.0032599564669675714
0.8823425861773939,0.08686061540012731,0.0034634590758063754
0.8240715750499203,0.08879199030242865,0.003671560685894197
0.7709631296772309,0.09059885495744417,0.003883892329919791
0.7167568897662467,0.09227811887122948,0.004100087412610916
0.6653148293474257,0.09383686169888854,0.004319934511595082
0.6197948466076917,0.0952894736412933,0.0045432642603892345
0.5771003247204992,0.09664199250892319,0.004769758879564802
0.5296958889321228,0.09788299793805026,0.004999085431645934
0.48543748615056403,0.0990203124340404,0.0052310766559367115
0.45223814524124817,0.10008019855418247,0.005465629212957427
0.42630526505176836,0.10107930718339998,0.005702523326920574
0.41081133510481976,0.102041782271209,0.005941593345099628
0.40835612534563165,0.10299852677933541,0.006182910344465888
0.4109100673474231,0.10396155451503393,0.006426559425858829
0.4131986809122088,0.10492994595075911,0.006672478073966542
0.4102213775496432,0.10589101751673895,0.006920560820496968
0.402393385470463,0.10683379182024524,0.0071708635275270815
0.39733143695389755,0.10776501671437122,0.0074234321816705195
0.38631810745773143,0.10867040921532399,0.0076781170428759675
0.37698690099670884,0.10955361902780879,0.007934780685731365
0.37900530338430233,0.11044159699619803,0.008193536180840906
0.3866240219351227,0.11134772694315934,0.008454501625782134
0.39528155773143775,0.11227412658952883,0.00871763232119305
0.3875906235201155,0.11318217894098986,0.008982797001384327
0.37699648478695763,0.11406545041413747,0.009250042884272267
0.36685320050931475,0.11492524315961156,0.009519392831889718
0.33172924034521234,0.11570269906682965,0.009790558999746898
0.2792889495728798,0.1163570353716707,0.010063167825422947
0.23101661713789579,0.11689827588736486,0.010337044587661522
0.18626079122232064,0.11733481493123103,0.010612041958746219
0.13700187988678883,0.11765589883902018,0.010887785735436693
0.08564546908784584,0.11785655461095468,0.011163907732255287
0.025782589260493947,0.11791695971115988,0.011440171132152014
-0.03447414373681599,0.11783616272943219,0.011716343511068658
-0.08563623013642441,0.11763546172121787,0.011992039390389744
-0.1458019984201962,0.11729386732218915,0.012266843086853545
-0.2195304662081649,0.11677953729600682,0.012540441660721017
-0.2882988330615611,0.1161038518975581,0.01281255402620562
-0.3544719875948628,0.11527309504171936,0.013082713354307765
-0.4280299542906211,0.11427027864286025,0.01335043319068037
-0.49760944710193433,0.11310444738318523,0.013615421528694329
-0.5614251617386338,0.11178863635446872,0.013877420332141024
-0.6235690760092117,0.11032721118375603,0.014135988259322989
-0.6976693739070439,0.1086926660260573,0.014390640502312127
-0.7926900577504126,0.10683550102659593,0.014640941551589301
-0.8931891517929881,0.104742135397917,0.014886425484837129
-0.9769031876877509,0.10245262014970535,0.015126538158240506
-1.049809330097582,0.09999305966335562,0.015360808297975634
-1.1310289222741128,0.09734321158737187,0.015588870301391281
-1.2086537815777703,0.09451055498679226,0.015810369585543858
-1.2688926340009632,0.09153665385826946,0.016024903858118177
-1.3192802949593807,0.08844575954929976,0.016232120244118887
-1.3723836105747549,0.08523045002151053,0.016431803682408534
-1.4378115723859308,0.08186072868113453,0.01662365625173916
-1.5058729437629286,0.07833149557997632,0.01680723754802919
-1.5597968550052108,0.07467710368107139,0.01698219584586784
-1.6099395006772048,0.07090514905596325,0.01714832072497859
-1.6771408343186411,0.0669745246481757,0.017305285301772187
